16,0.14252,0
18,0.2176,0
20,0.27838,0
22,0.40249,0.17186
24,0.57195,0.23861
26,0.7236,0.39484
28,0.87402,0.47988
30,1.0086,0.85875
32,1.1932,0.86143
34,1.3021,1.028
36,1.4184,1.1867
38,1.5193,1.3346
40,1.6155,1.4591
