16	0.50221717	100
18	0.874692321	100
20	1.353331766	0.103727008
22	2.245149967	0.577401483
24	3.6432765	0.972671178
26	5.34749719	1.890921057
28	7.274363998	2.691520246
30	8.148565092	5.370116194
32	10.35288452	6.154315991
34	12.08819539	8.928483534
36	14.14667009	11.13934353
38	15.37389761	13.08848569
40	16.80323571	13.88241117
