16,8.54,100,0.00854,100
18,6.633333333,100,0.006633333,100
20,4.59,13.5,0.00459,0.0135
22,3.533333333,9.74,0.003533333,0.00974
24,2.75,6.715,0.00275,0.006715
26,2.076666667,4.945,0.002076667,0.004945
28,1.666666667,3.67,0.001666667,0.00367
30,1.803333333,3.01,0.001803333,0.00301
32,1.596666667,2.355,0.001596667,0.002355
34,1.426666667,1.63,0.001426667,0.00163
36,1.266666667,1.43,0.001266667,0.00143
38,1.263333333,1.345,0.001263333,0.001345
40,1.23,1.47,0.00123,0.00147
